acc_test,L_test,Loss_train,acc_train,it
  41.5800,   1.6764,   1.6231,  42.8650,0
  46.9500,   1.4849,   1.3726,  50.3550,1
  58.5900,   1.2120,   1.0459,  63.7225,2
  54.5300,   1.6729,   1.2470,  61.8275,3
  59.7600,   1.3307,   0.7868,  72.1925,4
  69.9300,   0.9725,   0.3433,  87.8625,5
  73.7500,   0.8128,   0.1638,  95.1575,6
  74.6000,   0.8485,   0.1158,  96.6550,7
  77.1800,   0.8510,   0.0454,  98.8275,8
  78.9800,   0.8023,   0.0108,  99.8900,9
  74.1500,   1.1716,   0.1226,  95.5825,10
  78.3100,   0.8486,   0.0174,  99.7000,11
  79.4000,   0.8810,   0.0051,  99.9650,12
  79.3400,   0.8726,   0.0041,  99.9675,13
  75.4700,   1.1216,   0.1227,  96.6150,14
  78.4000,   0.9538,   0.0074,  99.8250,15
  79.4100,   0.9241,   0.0041,  99.9500,16
  78.5900,   0.9612,   0.0115,  99.7575,17
  78.3300,   0.9698,   0.0165,  99.5925,18
  79.2000,   0.8699,   0.0080,  99.9075,19
  78.3300,   0.9286,   0.0137,  99.7175,20
  79.1100,   0.9074,   0.0077,  99.8750,21
  78.9100,   0.9363,   0.0063,  99.9150,22
  79.7000,   0.8960,   0.0024,  99.9975,23
  80.1900,   0.9070,   0.0007, 100.0000,24
  80.2000,   0.9369,   0.0011,  99.9825,25
  80.1900,   0.9391,   0.0007,  99.9950,26
  78.7200,   0.9982,   0.0056,  99.9025,27
  79.0100,   0.9268,   0.0088,  99.8250,28
  79.6800,   0.9266,   0.0049,  99.9025,29
  79.9400,   0.9144,   0.0030,  99.9800,30
  79.5200,   0.9299,   0.0027,  99.9825,31
  80.3300,   0.9226,   0.0007, 100.0000,32
  79.5100,   0.9550,   0.0014,  99.9900,33
  79.9800,   0.9464,   0.0006, 100.0000,34
  79.9000,   0.9578,   0.0003, 100.0000,35
  80.1500,   0.9607,   0.0002, 100.0000,36
