acc_test,L_test,Loss_train,acc_train,it
  41.8900,   1.6847,   1.6788,  41.4950,0
  51.6700,   1.3541,   1.3217,  51.7000,1
  51.0200,   1.4346,   1.3575,  53.2325,2
  50.6000,   1.6322,   1.5156,  53.1975,3
  60.0800,   1.2836,   1.0823,  64.9500,4
  63.7800,   1.1035,   0.8829,  68.7675,5
  70.6000,   0.9055,   0.6263,  77.8625,6
  73.1400,   0.7641,   0.4745,  83.4500,7
  71.6300,   0.9091,   0.5123,  81.7000,8
  72.8500,   0.8686,   0.3919,  85.7975,9
  66.8000,   1.1611,   0.5698,  79.2300,10
  78.1300,   0.7023,   0.1825,  93.8575,11
  78.8000,   0.7451,   0.1368,  95.3200,12
  77.2400,   0.8252,   0.1519,  94.3650,13
  78.9600,   0.7418,   0.0884,  97.2425,14
  79.3900,   0.7741,   0.0646,  97.9825,15
  80.8300,   0.7097,   0.0366,  99.0975,16
  80.6900,   0.7256,   0.0470,  98.6775,17
  81.4700,   0.7146,   0.0207,  99.5775,18
  81.3700,   0.7215,   0.0155,  99.7175,19
  81.9600,   0.7118,   0.0109,  99.8375,20
  81.8400,   0.7179,   0.0109,  99.8450,21
  81.3500,   0.8190,   0.0303,  99.1050,22
  83.0400,   0.6868,   0.0070,  99.9225,23
  81.5900,   0.7543,   0.0263,  99.2025,24
  82.4300,   0.7047,   0.0067,  99.9275,25
  82.6100,   0.6996,   0.0075,  99.8550,26
  83.5900,   0.6890,   0.0028,  99.9800,27
  83.5200,   0.6945,   0.0019,  99.9925,28
  83.4500,   0.7015,   0.0019,  99.9875,29
  83.4900,   0.7041,   0.0018,  99.9800,30
  84.0000,   0.7023,   0.0010,  99.9925,31
  83.9900,   0.7087,   0.0006,  99.9975,32
  84.0000,   0.7203,   0.0006,  99.9950,33
  84.2200,   0.7139,   0.0004, 100.0000,34
  84.1400,   0.7230,   0.0004, 100.0000,35
  84.1100,   0.7357,   0.0003, 100.0000,36
  84.1500,   0.7437,   0.0003, 100.0000,37
  84.2600,   0.7511,   0.0002, 100.0000,38
  84.2500,   0.7471,   0.0002, 100.0000,39
  84.2800,   0.7555,   0.0001, 100.0000,40
  84.2300,   0.7500,   0.0001, 100.0000,41
  84.2200,   0.7526,   0.0001, 100.0000,42
  84.4600,   0.7559,   0.0001, 100.0000,43
  84.3800,   0.7592,   0.0001, 100.0000,44
  84.4400,   0.7591,   0.0001, 100.0000,45
  84.3800,   0.7630,   0.0001, 100.0000,46
  84.2800,   0.7595,   0.0001, 100.0000,47
  84.2100,   0.7702,   0.0001, 100.0000,48
  84.4000,   0.7655,   0.0001, 100.0000,49
  84.4700,   0.7672,   0.0001, 100.0000,50
  84.4400,   0.7697,   0.0001, 100.0000,51
  84.3900,   0.7737,   0.0001, 100.0000,52
  84.3700,   0.7756,   0.0001, 100.0000,53
  84.3400,   0.7799,   0.0001, 100.0000,54
  84.3000,   0.7785,   0.0001, 100.0000,55
  84.3500,   0.7798,   0.0001, 100.0000,56
  84.3800,   0.7825,   0.0001, 100.0000,57
  84.4400,   0.7805,   0.0000, 100.0000,58
  84.3800,   0.7885,   0.0000, 100.0000,59
  84.4100,   0.7852,   0.0000, 100.0000,60
  84.3400,   0.7862,   0.0000, 100.0000,61
  84.3900,   0.7932,   0.0000, 100.0000,62
  84.3500,   0.7890,   0.0000, 100.0000,63
  84.2700,   0.7901,   0.0000, 100.0000,64
  84.3700,   0.7895,   0.0000, 100.0000,65
  84.4000,   0.7962,   0.0000, 100.0000,66
  84.4100,   0.7917,   0.0000, 100.0000,67
  84.4200,   0.7887,   0.0000, 100.0000,68
