acc_test,L_test,Loss_train,acc_train,it
  36.5400,   2.1278,   2.0101,  36.2550,0
  36.5900,   2.8200,   2.6467,  33.5750,1
  34.5700,   9.3527,   7.7803,  33.7100,2
  35.5500,   7.4675,   6.7242,  33.4000,3
  26.5800,  15.4463,  13.5415,  26.0500,4
  38.2600,   6.7255,   6.4615,  36.4175,5
  36.2400,   8.4345,   7.7214,  34.6100,6
  42.9800,   5.2722,   4.6667,  40.6500,7
  32.2200,   9.4907,   8.2758,  31.8800,8
  22.6500,  37.6405,  32.9803,  21.6175,9
  39.6300,   5.5422,   5.6286,  36.7800,10
  29.3600,  13.2919,  12.5440,  26.5675,11
  30.5600,  13.5071,  13.4577,  28.4925,12
  29.5600,  14.2746,  12.3573,  28.4500,13
  40.1500,   7.9824,   7.3931,  38.7525,14
  38.4500,   4.5200,   4.4447,  36.6500,15
  37.9800,   4.8315,   4.5173,  35.8750,16
  39.1200,   7.3277,   6.7419,  37.3725,17
  25.9000,   9.4634,   8.4737,  24.3600,18
  34.0800,   4.8033,   4.7356,  32.1350,19
  37.3600,   7.4007,   6.8917,  34.8650,20
  33.4400,  11.7395,  10.4349,  32.1675,21
  25.6900,  20.2467,  19.7401,  24.8275,22
  38.2800,   5.5636,   5.4883,  35.6700,23
  28.6600,  14.4736,  14.2036,  28.3250,24
  27.4300,  11.9908,  10.9563,  26.6025,25
  32.0500,   8.5262,   7.8923,  31.7650,26
  28.6200,  15.1567,  14.6802,  27.3075,27
  24.2500,  28.7064,  26.7426,  23.6050,28
  26.7200,  17.3427,  17.4984,  25.5650,29
  37.0400,   5.8137,   5.2784,  34.9150,30
  32.8400,  12.9444,  12.6712,  31.7975,31
  29.0400,  18.5623,  18.1510,  27.4800,32
  36.8900,   5.4768,   5.6242,  34.5575,33
  33.4900,   7.0320,   7.0235,  31.2650,34
  32.5400,  17.3431,  15.8762,  30.7325,35
  35.6800,   7.0278,   7.0576,  34.0000,36
  35.3800,   5.0168,   5.1083,  33.2525,37
  29.4700,  11.6730,  10.9791,  28.0250,38
  34.6500,   7.8532,   7.6987,  32.8625,39
  37.6900,   5.5206,   5.7199,  35.0200,40
  36.7200,   8.9372,   9.0145,  33.8500,41
  29.1300,  22.1883,  21.7688,  28.4375,42
  33.9200,   7.3804,   6.5725,  31.8175,43
  38.5300,   4.0265,   4.1794,  36.0875,44
  35.3200,   6.4773,   6.7304,  32.8875,45
  35.6900,   5.4473,   4.9338,  34.0575,46
  38.4600,   3.2196,   3.1593,  35.8100,47
  38.4000,   3.6697,   3.5537,  36.1750,48
  37.7600,   6.8004,   6.9529,  35.9425,49
  38.4200,   5.2730,   4.9608,  36.6825,50
  38.1900,   4.6953,   4.6420,  35.4500,51
  41.8200,   3.3751,   3.3160,  38.9825,52
  37.7000,   5.7420,   5.9814,  35.5000,53
  38.9300,   4.8079,   5.0735,  36.7450,54
  37.7600,   4.6087,   4.5342,  36.4275,55
  38.8500,   3.2912,   3.1559,  37.5950,56
  40.6800,   4.1573,   4.2452,  38.5900,57
  38.5900,   3.8634,   3.6357,  35.8300,58
  43.6400,   2.7614,   2.8883,  41.2750,59
  39.5100,   3.8366,   4.0661,  36.7100,60
  40.4700,   4.4518,   4.6575,  37.3625,61
  39.9700,   4.5192,   4.2700,  37.3700,62
  42.6000,   3.3792,   3.4600,  39.9375,63
  36.3100,   5.1574,   5.4374,  33.5450,64
  42.5700,   3.0988,   3.0308,  40.0300,65
  41.1000,   5.4365,   5.5533,  37.9800,66
  42.5300,   3.2780,   3.0361,  40.8425,67
  38.9200,   4.8475,   4.7772,  36.4925,68
  44.0600,   3.2331,   3.4431,  41.4475,69
  38.4300,   3.8347,   3.6170,  37.6650,70
  42.2400,   5.3871,   5.1799,  40.1775,71
  43.6000,   4.9906,   4.5382,  42.0500,72
  39.0300,   3.6064,   3.6706,  36.1050,73
  43.9200,   3.3085,   3.1854,  42.1800,74
  44.8800,   2.7834,   2.8212,  42.3075,75
  41.1200,   3.5988,   3.6041,  38.6700,76
  44.5000,   3.0512,   2.9789,  42.6300,77
  44.9200,   3.0484,   2.8380,  43.7875,78
  42.9100,   2.8510,   2.8634,  41.1125,79
  43.4100,   3.4410,   3.1843,  41.1525,80
  45.9300,   3.3972,   3.3711,  43.6475,81
  45.3600,   3.1131,   3.2225,  43.2575,82
  44.4600,   3.3141,   3.1749,  41.6875,83
  45.9500,   3.1668,   3.2285,  43.3000,84
  44.6400,   3.9449,   3.5704,  43.5650,85
  44.3000,   2.8956,   2.9902,  42.8050,86
  45.6800,   3.5126,   3.6225,  43.7825,87
  43.1700,   3.2809,   3.2606,  41.3425,88
  43.9200,   3.5595,   3.5572,  42.0225,89
  44.7300,   2.9175,   3.1062,  43.0250,90
  44.1300,   3.9566,   3.9854,  41.6025,91
  42.8200,   4.1224,   4.0572,  41.1075,92
  41.2500,   4.2613,   4.3161,  39.7100,93
  44.7100,   3.3862,   3.3666,  42.3300,94
  46.9500,   2.7878,   2.7229,  43.6875,95
  45.6200,   3.5318,   3.2363,  44.4525,96
  45.4800,   2.4183,   2.4988,  43.3550,97
  42.7500,   4.2688,   4.1185,  40.3450,98
  42.6100,   3.7804,   3.5300,  41.2175,99
  45.1800,   3.2979,   3.3270,  43.0075,100
  42.8700,   4.0979,   4.0487,  40.1450,101
  43.5700,   4.6231,   4.6697,  41.1075,102
  43.6100,   3.8397,   3.8564,  41.5750,103
  42.0400,   3.6254,   3.3817,  40.6750,104
  41.0900,   7.4058,   6.9655,  39.7075,105
  32.8900,   8.3713,   8.0253,  30.8275,106
  38.5900,   4.4110,   4.1902,  37.8025,107
  34.8600,   8.1372,   8.4434,  32.2600,108
  38.6900,   4.0064,   3.4377,  37.0325,109
  41.1300,   2.3481,   2.3776,  38.1050,110
  37.1300,   2.6208,   2.4492,  36.4575,111
  30.5900,   6.3531,   6.2798,  28.1525,112
  24.6900,  21.9990,  23.6623,  22.7750,113
  37.0200,   3.7314,   3.7154,  35.3850,114
  46.2400,   2.3090,   2.1197,  45.4275,115
  53.8500,   1.3906,   1.3621,  53.6100,116
  56.1400,   1.3013,   1.2795,  55.5225,117
  57.8100,   1.2538,   1.2202,  56.9250,118
  58.3500,   1.2695,   1.2154,  58.0000,119
  58.8800,   1.2446,   1.1994,  58.3475,120
  59.5200,   1.1820,   1.1450,  59.1650,121
  60.1600,   1.1501,   1.1260,  59.5750,122
  60.6600,   1.1400,   1.1085,  60.5550,123
  60.8800,   1.1430,   1.1096,  60.5725,124
