acc_test,L_test,Loss_train,acc_train,it
40.56,1.7974938750267029,1.751617182557956,40.32,0
45.56,1.871462631225586,1.6477765926537804,47.3125,1
63.73,1.0453272342681885,1.0204615794812528,63.845,2
68.78,0.9026194095611573,0.850514929325055,69.985,3
70.17,0.9350038707256317,0.841965970330345,71.4675,4
66.91,1.0800690412521363,0.9703978943748596,68.4,5
72.37,0.8875900208950043,0.7733934116058837,74.3925,6
76.58,0.7256492853164673,0.6071987288257185,79.22,7
80.95,0.5964519143104553,0.49504767563015506,83.2,8
78.18,0.7025071144104004,0.5639552260740116,80.8025,9
75.59,0.8862600266933441,0.6783968628214571,78.6775,10
74.17,0.9727592587471008,0.7358751528369732,78.255,11
81.53,0.5942538201808929,0.4399645896955801,84.865,12
76.25,0.8818276286125183,0.6440217685394775,79.5825,13
86.05000000000001,0.46482969224452975,0.27029662710218766,90.6725,14
82.56,0.6339116990566254,0.3795055654673531,87.1425,15
84.11999999999999,0.5227911025285721,0.3209242709814169,88.75,16
85.49,0.4736453056335449,0.27083415895129165,90.89,17
83.89999999999999,0.5659352719783783,0.33483365235237267,88.7975,18
87.33,0.42681350409984586,0.19765834005686422,92.8775,19
85.28999999999999,0.5252907037734985,0.28756947655932974,90.2375,20
80.69,0.7246395409107208,0.415599775818971,86.2175,21
86.11,0.4696020632982254,0.21754491833833078,92.4,22
86.06,0.509632870554924,0.2024228297911894,92.7675,23
86.85000000000001,0.4592724472284317,0.18656224771715202,93.3675,24
87.6,0.4571873515844345,0.14911277446979151,94.5325,25
85.54,0.569118070602417,0.2196515495903766,92.365,26
85.89,0.5877606570720673,0.22118359860092307,92.7,27
88.7,0.43949431777000425,0.1098396871536494,96.05,28
88.12,0.4812502831220627,0.13044608915194916,95.4025,29
88.67,0.45809405148029325,0.11828369511582981,95.9225,30
88.1,0.4625329703092575,0.11465175687885894,95.88499999999999,31
88.61,0.5009321510791779,0.10453313161818364,96.33500000000001,32
89.02,0.46027185916900637,0.08344795491796332,96.94749999999999,33
87.56,0.6038166224956513,0.13292192050014823,95.50999999999999,34
89.18,0.46738705039024353,0.08338143045124345,97.0775,35
88.44999999999999,0.5227935761213303,0.11858978023092015,95.92,36
89.46,0.48564747273921965,0.06924315933852246,97.515,37
88.33,0.5567254066467285,0.10695976214096568,96.3075,38
89.60000000000001,0.4771190047264099,0.061268434273644375,97.775,39
89.56,0.5044959515333176,0.05622776163914524,97.97,40
89.0,0.5278170615434646,0.08426930987166044,97.0225,41
88.24,0.5179341793060303,0.07958155039685984,97.115,42
88.23,0.5827595055103302,0.09979344533679013,96.53,43
90.61,0.46197381615638733,0.036648825690233575,98.745,44
90.56,0.47505860924720766,0.03596720079885433,98.7425,45
87.71,0.6581723630428314,0.11170014878288625,96.3475,46
90.4,0.5005153089761734,0.04216995708474788,98.53,47
89.75,0.4989273250102997,0.04297189911107381,98.45,48
88.66000000000001,0.5769248634576798,0.0662343923810322,97.61,49
