acc_test,L_test,Loss_train,acc_train,it
  26.5400,   2.0085,   1.9841,  26.1250,0
  43.6500,   1.5055,   1.5709,  42.2625,1
  50.3900,   1.3449,   1.3698,  50.0625,2
  55.5300,   1.2522,   1.2327,  56.2750,3
  58.0000,   1.2258,   1.2261,  57.3325,4
  58.9500,   1.1511,   1.1470,  59.3550,5
  61.8900,   1.1179,   1.1034,  61.3025,6
  65.3500,   1.0379,   0.9954,  65.3500,7
  66.7200,   1.0001,   0.9999,  65.7675,8
  71.5400,   0.8427,   0.8191,  71.3350,9
  69.1300,   0.9166,   0.8336,  70.6800,10
  70.0500,   0.9301,   0.8462,  71.2750,11
  65.9000,   1.1111,   1.0275,  66.9425,12
  72.0000,   0.8438,   0.7998,  73.0000,13
  74.9200,   0.7536,   0.7157,  75.4225,14
  74.7300,   0.7738,   0.6784,  76.4975,15
  76.5900,   0.7163,   0.6386,  77.8075,16
  77.2300,   0.7031,   0.6084,  79.1850,17
  77.8800,   0.7040,   0.5614,  80.6000,18
  78.9600,   0.6531,   0.5332,  81.5650,19
  79.7300,   0.6319,   0.5440,  81.2300,20
  80.1200,   0.6303,   0.4988,  82.7200,21
  82.7200,   0.5304,   0.4259,  85.1100,22
  79.6800,   0.6275,   0.5055,  82.3925,23
  81.9700,   0.5478,   0.4312,  84.7625,24
  83.2800,   0.5279,   0.3811,  86.6075,25
  80.6100,   0.6292,   0.4931,  83.5725,26
  83.5900,   0.5357,   0.3774,  86.8750,27
  82.7000,   0.5514,   0.3739,  86.6975,28
  77.1100,   0.8147,   0.5850,  80.4825,29
  82.2400,   0.5893,   0.4280,  85.3725,30
  83.5500,   0.5363,   0.3479,  87.5550,31
  83.6800,   0.5461,   0.3608,  87.4675,32
  85.2500,   0.4715,   0.2956,  89.6325,33
  86.2300,   0.4459,   0.2773,  90.3825,34
  85.7300,   0.4549,   0.2639,  90.7750,35
  84.4600,   0.5114,   0.3086,  89.2225,36
  86.6300,   0.4236,   0.2547,  90.9925,37
  86.1000,   0.4639,   0.2560,  90.8025,38
  85.4900,   0.4824,   0.2827,  90.0350,39
  86.3100,   0.4578,   0.2400,  91.4075,40
