acc_test,L_test,Loss_train,acc_train,it
  41.7300,   1.8100,   1.7648,  43.3075,0
  58.3300,   1.1595,   1.0611,  61.5200,1
  66.3500,   1.0277,   0.8110,  72.0450,2
  64.8200,   1.1002,   0.7911,  72.4450,3
  61.0800,   1.6876,   1.1254,  70.2225,4
  58.7300,   1.9767,   1.2455,  70.0475,5
  70.9400,   1.2567,   0.3801,  87.9350,6
  68.5600,   1.4212,   0.5028,  84.9425,7
  72.1700,   1.3151,   0.3730,  88.5300,8
  77.6000,   1.0122,   0.0654,  97.7950,9
  78.6000,   1.0372,   0.0468,  98.5075,10
  75.0400,   1.3626,   0.1551,  95.0300,11
  81.4000,   0.9144,   0.0037,  99.9100,12
  80.7400,   0.9359,   0.0077,  99.7575,13
  81.8400,   0.8907,   0.0006,  99.9950,14
  82.3900,   0.8843,   0.0002, 100.0000,15
  82.3000,   0.8847,   0.0001, 100.0000,16
  82.2800,   0.8877,   0.0001, 100.0000,17
  82.3900,   0.8911,   0.0001, 100.0000,18
  82.2900,   0.8945,   0.0001, 100.0000,19
  82.3900,   0.9001,   0.0001, 100.0000,20
  82.3900,   0.8974,   0.0001, 100.0000,21
  82.4400,   0.8999,   0.0001, 100.0000,22
  82.3700,   0.8978,   0.0001, 100.0000,23
  82.4400,   0.9042,   0.0000, 100.0000,24
  82.5300,   0.9019,   0.0000, 100.0000,25
  82.4200,   0.9017,   0.0000, 100.0000,26
  82.4600,   0.9083,   0.0000, 100.0000,27
  82.4100,   0.9085,   0.0000, 100.0000,28
  82.4100,   0.9098,   0.0000, 100.0000,29
  82.3100,   0.9120,   0.0000, 100.0000,30
  82.4700,   0.9152,   0.0000, 100.0000,31
  82.5200,   0.9150,   0.0000, 100.0000,32
  82.4700,   0.9192,   0.0000, 100.0000,33
  82.5200,   0.9131,   0.0000, 100.0000,34
  82.4500,   0.9211,   0.0000, 100.0000,35
  82.4600,   0.9217,   0.0000, 100.0000,36
  82.5500,   0.9222,   0.0000, 100.0000,37
  82.4900,   0.9234,   0.0000, 100.0000,38
  82.5100,   0.9270,   0.0000, 100.0000,39
  82.4800,   0.9245,   0.0000, 100.0000,40
  82.4600,   0.9245,   0.0000, 100.0000,41
  82.4800,   0.9263,   0.0000, 100.0000,42
  82.5200,   0.9247,   0.0000, 100.0000,43
  82.5500,   0.9339,   0.0000, 100.0000,44
  82.5400,   0.9265,   0.0000, 100.0000,45
  82.4400,   0.9322,   0.0000, 100.0000,46
  82.4900,   0.9322,   0.0000, 100.0000,47
  82.3300,   0.9323,   0.0000, 100.0000,48
  82.6400,   0.9299,   0.0000, 100.0000,49
  82.4300,   0.9306,   0.0000, 100.0000,50
  82.4800,   0.9328,   0.0000, 100.0000,51
  82.5700,   0.9312,   0.0000, 100.0000,52
  82.5100,   0.9335,   0.0000, 100.0000,53
  82.4000,   0.9356,   0.0000, 100.0000,54
  82.5300,   0.9349,   0.0000, 100.0000,55
  82.4300,   0.9383,   0.0000, 100.0000,56
  82.4700,   0.9348,   0.0000, 100.0000,57
  82.6000,   0.9341,   0.0000, 100.0000,58
  82.5100,   0.9343,   0.0000, 100.0000,59
  82.4700,   0.9345,   0.0000, 100.0000,60
  82.4200,   0.9408,   0.0000, 100.0000,61
  82.4100,   0.9399,   0.0000, 100.0000,62
  82.4800,   0.9430,   0.0000, 100.0000,63
  82.4600,   0.9406,   0.0000, 100.0000,64
  82.4600,   0.9434,   0.0000, 100.0000,65
  82.4800,   0.9392,   0.0000, 100.0000,66
  82.5400,   0.9454,   0.0000, 100.0000,67
  82.5000,   0.9391,   0.0000, 100.0000,68
  82.5900,   0.9441,   0.0000, 100.0000,69
  82.4300,   0.9465,   0.0000, 100.0000,70
  82.4000,   0.9462,   0.0000, 100.0000,71
  82.4900,   0.9428,   0.0000, 100.0000,72
  82.5500,   0.9439,   0.0000, 100.0000,73
  82.4800,   0.9399,   0.0000, 100.0000,74
  82.5600,   0.9419,   0.0000, 100.0000,75
  82.5500,   0.9440,   0.0000, 100.0000,76
  82.5700,   0.9453,   0.0000, 100.0000,77
  82.6000,   0.9481,   0.0000, 100.0000,78
  82.4300,   0.9519,   0.0000, 100.0000,79
  82.4600,   0.9475,   0.0000, 100.0000,80
  82.4700,   0.9452,   0.0000, 100.0000,81
  82.4600,   0.9457,   0.0000, 100.0000,82
  82.4400,   0.9474,   0.0000, 100.0000,83
  82.4500,   0.9502,   0.0000, 100.0000,84
  82.5800,   0.9515,   0.0000, 100.0000,85
  82.4500,   0.9461,   0.0000, 100.0000,86
  82.5500,   0.9474,   0.0000, 100.0000,87
  82.4900,   0.9480,   0.0000, 100.0000,88
  82.4500,   0.9493,   0.0000, 100.0000,89
  82.5900,   0.9517,   0.0000, 100.0000,90
  82.4200,   0.9499,   0.0000, 100.0000,91
  82.5600,   0.9511,   0.0000, 100.0000,92
  82.5800,   0.9515,   0.0000, 100.0000,93
  82.6100,   0.9543,   0.0000, 100.0000,94
  82.4400,   0.9520,   0.0000, 100.0000,95
  82.4800,   0.9529,   0.0000, 100.0000,96
  82.5000,   0.9514,   0.0000, 100.0000,97
  82.5600,   0.9525,   0.0000, 100.0000,98
  82.5600,   0.9554,   0.0000, 100.0000,99
  82.5200,   0.9487,   0.0000, 100.0000,100
  82.5600,   0.9521,   0.0000, 100.0000,101
  82.6100,   0.9525,   0.0000, 100.0000,102
  82.5100,   0.9531,   0.0000, 100.0000,103
  82.5000,   0.9559,   0.0000, 100.0000,104
  82.4400,   0.9570,   0.0000, 100.0000,105
  82.5700,   0.9550,   0.0000, 100.0000,106
  82.5600,   0.9582,   0.0000, 100.0000,107
  82.5200,   0.9552,   0.0000, 100.0000,108
  82.6400,   0.9527,   0.0000, 100.0000,109
  82.5400,   0.9570,   0.0000, 100.0000,110
  82.5200,   0.9536,   0.0000, 100.0000,111
  82.5500,   0.9546,   0.0000, 100.0000,112
  82.3700,   0.9555,   0.0000, 100.0000,113
  82.5500,   0.9586,   0.0000, 100.0000,114
  82.5200,   0.9548,   0.0000, 100.0000,115
  82.5100,   0.9572,   0.0000, 100.0000,116
  82.6200,   0.9550,   0.0000, 100.0000,117
  82.6100,   0.9528,   0.0000, 100.0000,118
  82.5900,   0.9550,   0.0000, 100.0000,119
  82.5100,   0.9530,   0.0000, 100.0000,120
  82.4300,   0.9559,   0.0000, 100.0000,121
  82.4200,   0.9589,   0.0000, 100.0000,122
  82.5200,   0.9580,   0.0000, 100.0000,123
  82.4400,   0.9580,   0.0000, 100.0000,124
  82.5300,   0.9585,   0.0000, 100.0000,125
  82.5500,   0.9593,   0.0000, 100.0000,126
  82.4700,   0.9583,   0.0000, 100.0000,127
  82.5800,   0.9566,   0.0000, 100.0000,128
  82.5500,   0.9549,   0.0000, 100.0000,129
  82.5100,   0.9588,   0.0000, 100.0000,130
  82.4200,   0.9625,   0.0000, 100.0000,131
  82.4600,   0.9595,   0.0000, 100.0000,132
  82.5600,   0.9582,   0.0000, 100.0000,133
  82.4800,   0.9644,   0.0000, 100.0000,134
  82.5900,   0.9602,   0.0000, 100.0000,135
  82.5100,   0.9603,   0.0000, 100.0000,136
  82.5500,   0.9606,   0.0000, 100.0000,137
  82.5400,   0.9626,   0.0000, 100.0000,138
  82.4700,   0.9594,   0.0000, 100.0000,139
  82.4900,   0.9591,   0.0000, 100.0000,140
  82.5300,   0.9611,   0.0000, 100.0000,141
  82.4400,   0.9567,   0.0000, 100.0000,142
  82.5000,   0.9610,   0.0000, 100.0000,143
  82.5000,   0.9595,   0.0000, 100.0000,144
  82.6300,   0.9568,   0.0000, 100.0000,145
  82.4900,   0.9598,   0.0000, 100.0000,146
  82.5600,   0.9620,   0.0000, 100.0000,147
  82.5400,   0.9600,   0.0000, 100.0000,148
  82.5500,   0.9548,   0.0000, 100.0000,149
  82.4700,   0.9606,   0.0000, 100.0000,150
  82.5100,   0.9618,   0.0000, 100.0000,151
  82.5700,   0.9548,   0.0000, 100.0000,152
  82.5500,   0.9604,   0.0000, 100.0000,153
  82.5700,   0.9601,   0.0000, 100.0000,154
  82.5100,   0.9605,   0.0000, 100.0000,155
  82.4900,   0.9593,   0.0000, 100.0000,156
  82.4900,   0.9555,   0.0000, 100.0000,157
  82.5600,   0.9573,   0.0000, 100.0000,158
  82.6000,   0.9599,   0.0000, 100.0000,159
  82.4600,   0.9643,   0.0000, 100.0000,160
  82.4800,   0.9601,   0.0000, 100.0000,161
  82.5600,   0.9618,   0.0000, 100.0000,162
  82.5700,   0.9605,   0.0000, 100.0000,163
  82.5100,   0.9568,   0.0000, 100.0000,164
  82.5400,   0.9629,   0.0000, 100.0000,165
  82.6300,   0.9628,   0.0000, 100.0000,166
  82.5400,   0.9624,   0.0000, 100.0000,167
  82.4900,   0.9567,   0.0000, 100.0000,168
  82.5800,   0.9622,   0.0000, 100.0000,169
  82.5600,   0.9590,   0.0000, 100.0000,170
  82.6100,   0.9625,   0.0000, 100.0000,171
  82.5700,   0.9586,   0.0000, 100.0000,172
  82.5700,   0.9600,   0.0000, 100.0000,173
  82.5200,   0.9588,   0.0000, 100.0000,174
  82.5300,   0.9589,   0.0000, 100.0000,175
  82.5900,   0.9585,   0.0000, 100.0000,176
  82.4400,   0.9615,   0.0000, 100.0000,177
  82.4800,   0.9609,   0.0000, 100.0000,178
  82.5000,   0.9581,   0.0000, 100.0000,179
  82.5300,   0.9646,   0.0000, 100.0000,180
  82.5500,   0.9611,   0.0000, 100.0000,181
  82.4500,   0.9643,   0.0000, 100.0000,182
  82.4500,   0.9609,   0.0000, 100.0000,183
  82.4200,   0.9598,   0.0000, 100.0000,184
  82.6000,   0.9668,   0.0000, 100.0000,185
  82.4200,   0.9623,   0.0000, 100.0000,186
  82.5600,   0.9681,   0.0000, 100.0000,187
  82.4000,   0.9640,   0.0000, 100.0000,188
  82.4800,   0.9604,   0.0000, 100.0000,189
  82.4700,   0.9643,   0.0000, 100.0000,190
  82.5200,   0.9622,   0.0000, 100.0000,191
  82.6000,   0.9598,   0.0000, 100.0000,192
  82.6200,   0.9641,   0.0000, 100.0000,193
  82.5200,   0.9605,   0.0000, 100.0000,194
  82.6000,   0.9572,   0.0000, 100.0000,195
  82.6000,   0.9589,   0.0000, 100.0000,196
  82.5100,   0.9588,   0.0000, 100.0000,197
  82.5100,   0.9610,   0.0000, 100.0000,198
  82.5400,   0.9636,   0.0000, 100.0000,199
