acc_test,L_test,Loss_train,acc_train,it
  41.5400,   1.7771,   1.7109,  42.9725,0
  40.5400,   2.3147,   2.0320,  43.4950,1
  41.8700,   2.4279,   1.9581,  50.8025,2
  58.3200,   1.3141,   0.6890,  76.0100,3
  61.9900,   1.2100,   0.4854,  82.0700,4
  74.9700,   0.7721,   0.0867,  98.1775,5
  78.4900,   0.8084,   0.0149,  99.7875,6
  79.5100,   0.8211,   0.0028,  99.9575,7
  79.8800,   0.8559,   0.0015,  99.9625,8
  80.0200,   0.8800,   0.0006,  99.9950,9
  80.0000,   0.8993,   0.0005,  99.9925,10
  79.8400,   0.9152,   0.0003,  99.9975,11
  80.1100,   0.9254,   0.0004,  99.9975,12
  80.0400,   0.9471,   0.0002,  99.9975,13
  79.9600,   0.9474,   0.0002, 100.0000,14
  80.0200,   0.9611,   0.0001, 100.0000,15
  80.1500,   0.9684,   0.0001, 100.0000,16
  80.1400,   0.9735,   0.0001, 100.0000,17
  80.0800,   0.9824,   0.0001, 100.0000,18
  80.1700,   0.9863,   0.0001, 100.0000,19
  80.0900,   0.9949,   0.0001, 100.0000,20
  80.1600,   0.9963,   0.0001, 100.0000,21
  80.1800,   1.0016,   0.0001, 100.0000,22
  80.1300,   1.0055,   0.0001, 100.0000,23
  80.1900,   1.0094,   0.0001, 100.0000,24
  80.1100,   1.0139,   0.0001, 100.0000,25
  80.1200,   1.0162,   0.0001, 100.0000,26
  80.2800,   1.0179,   0.0001, 100.0000,27
  80.1300,   1.0222,   0.0000, 100.0000,28
  80.2200,   1.0237,   0.0000, 100.0000,29
  80.1000,   1.0309,   0.0000, 100.0000,30
  80.1500,   1.0312,   0.0000, 100.0000,31
  80.1200,   1.0367,   0.0000, 100.0000,32
  80.0600,   1.0371,   0.0000, 100.0000,33
  80.1200,   1.0412,   0.0000, 100.0000,34
  80.1100,   1.0435,   0.0000, 100.0000,35
  80.1300,   1.0441,   0.0000, 100.0000,36
  80.1100,   1.0472,   0.0000, 100.0000,37
  80.1100,   1.0490,   0.0000, 100.0000,38
  80.2100,   1.0510,   0.0000, 100.0000,39
  80.1400,   1.0524,   0.0000, 100.0000,40
  80.0300,   1.0545,   0.0000, 100.0000,41
  80.0900,   1.0562,   0.0000, 100.0000,42
  80.0200,   1.0591,   0.0000, 100.0000,43
  80.1000,   1.0591,   0.0000, 100.0000,44
  80.0600,   1.0622,   0.0000, 100.0000,45
  80.0400,   1.0631,   0.0000, 100.0000,46
  80.0400,   1.0643,   0.0000, 100.0000,47
  79.9600,   1.0669,   0.0000, 100.0000,48
  80.0500,   1.0668,   0.0000, 100.0000,49
  80.1500,   1.0698,   0.0000, 100.0000,50
  80.0200,   1.0718,   0.0000, 100.0000,51
  79.9900,   1.0726,   0.0000, 100.0000,52
  79.9900,   1.0741,   0.0000, 100.0000,53
  79.9000,   1.0748,   0.0000, 100.0000,54
  80.0200,   1.0752,   0.0000, 100.0000,55
  79.9800,   1.0769,   0.0000, 100.0000,56
  79.9500,   1.0773,   0.0000, 100.0000,57
