acc_test,L_test,Loss_train,acc_train,it
  30.9100,   1.9293,   1.9178,  31.2750,0
  43.0400,   1.5293,   1.5303,  43.7750,1
  44.8100,   1.4791,   1.4536,  46.3950,2
  45.8500,   1.5564,   1.5090,  48.0250,3
  44.4400,   1.6770,   1.6242,  45.5450,4
  52.5900,   1.3139,   1.2568,  54.3300,5
  60.8400,   1.1219,   1.0394,  62.9075,6
  61.8900,   1.1032,   0.9979,  65.2450,7
  59.4100,   1.1999,   1.0970,  62.6475,8
  66.3200,   0.9930,   0.8648,  70.6225,9
  67.6200,   0.9211,   0.7835,  71.9175,10
  68.5400,   0.9599,   0.7678,  73.4825,11
  69.3800,   0.8897,   0.7094,  74.9250,12
  69.6100,   0.8952,   0.6627,  76.7700,13
  73.7300,   0.7951,   0.5253,  81.1225,14
  73.8500,   0.7657,   0.4960,  83.0150,15
  75.5900,   0.7378,   0.4239,  84.8375,16
  75.2600,   0.7313,   0.4033,  85.7575,17
  78.8900,   0.6204,   0.2888,  90.3350,18
  73.2500,   0.8076,   0.4510,  83.9475,19
  75.3600,   0.7509,   0.3691,  87.0925,20
  79.1400,   0.6675,   0.2233,  91.8850,21
  76.6600,   0.7631,   0.2799,  90.0950,22
  79.1300,   0.6801,   0.1568,  94.4600,23
  75.3800,   0.8204,   0.2551,  90.3950,24
  72.9800,   0.9528,   0.4278,  84.9675,25
  80.4300,   0.6650,   0.1157,  96.2075,26
  79.3800,   0.8466,   0.1335,  95.4100,27
  81.3300,   0.6716,   0.0838,  97.4425,28
  75.4100,   1.0054,   0.2448,  92.3025,29
  82.2100,   0.6674,   0.0341,  99.2150,30
  82.0800,   0.6795,   0.0364,  99.1575,31
  80.6300,   0.7860,   0.0753,  97.4125,32
  82.9200,   0.6961,   0.0164,  99.6700,33
  82.5900,   0.7059,   0.0215,  99.4750,34
  82.5700,   0.7411,   0.0180,  99.5500,35
  81.6600,   0.7799,   0.0274,  99.2225,36
  83.7300,   0.7257,   0.0066,  99.9175,37
  80.0700,   0.9536,   0.1426,  96.6425,38
  83.5700,   0.7161,   0.0050,  99.9375,39
  83.8300,   0.7426,   0.0048,  99.9050,40
  83.8800,   0.7457,   0.0033,  99.9625,41
  83.5900,   0.7949,   0.0059,  99.8825,42
  84.5100,   0.7494,   0.0014,  99.9875,43
  83.7300,   0.7775,   0.0017,  99.9750,44
  83.5400,   0.8007,   0.0020,  99.9675,45
  83.9100,   0.7895,   0.0018,  99.9750,46
  84.6400,   0.7715,   0.0004, 100.0000,47
  84.7400,   0.7769,   0.0003, 100.0000,48
  84.6400,   0.7746,   0.0003, 100.0000,49
  84.8500,   0.7767,   0.0002, 100.0000,50
  84.8700,   0.7795,   0.0002, 100.0000,51
  84.8800,   0.7830,   0.0002, 100.0000,52
  84.9600,   0.7827,   0.0001, 100.0000,53
  84.9500,   0.7902,   0.0001, 100.0000,54
  84.8400,   0.7924,   0.0001, 100.0000,55
  84.8100,   0.7905,   0.0001, 100.0000,56
  84.9300,   0.7941,   0.0001, 100.0000,57
  84.9300,   0.7947,   0.0001, 100.0000,58
  84.9200,   0.7990,   0.0001, 100.0000,59
  85.0100,   0.7994,   0.0001, 100.0000,60
  85.0000,   0.7990,   0.0001, 100.0000,61
  85.0000,   0.8004,   0.0001, 100.0000,62
  84.9800,   0.7985,   0.0001, 100.0000,63
  84.9600,   0.8067,   0.0001, 100.0000,64
  85.0400,   0.8055,   0.0001, 100.0000,65
  85.0900,   0.8095,   0.0001, 100.0000,66
  85.0300,   0.8083,   0.0001, 100.0000,67
  85.1100,   0.8081,   0.0001, 100.0000,68
  84.9400,   0.8099,   0.0001, 100.0000,69
  85.0100,   0.8089,   0.0001, 100.0000,70
  85.0600,   0.8146,   0.0001, 100.0000,71
  84.9700,   0.8163,   0.0001, 100.0000,72
  84.8700,   0.8139,   0.0001, 100.0000,73
  84.9400,   0.8140,   0.0001, 100.0000,74
  84.8800,   0.8124,   0.0001, 100.0000,75
  85.1200,   0.8152,   0.0001, 100.0000,76
  84.9800,   0.8185,   0.0000, 100.0000,77
  84.9400,   0.8183,   0.0000, 100.0000,78
  84.9500,   0.8222,   0.0000, 100.0000,79
  85.0600,   0.8207,   0.0000, 100.0000,80
  85.0300,   0.8176,   0.0000, 100.0000,81
  85.0200,   0.8194,   0.0000, 100.0000,82
  85.0700,   0.8248,   0.0000, 100.0000,83
  85.0600,   0.8258,   0.0000, 100.0000,84
  85.0000,   0.8284,   0.0000, 100.0000,85
  85.0300,   0.8242,   0.0000, 100.0000,86
  84.9700,   0.8282,   0.0000, 100.0000,87
  84.9400,   0.8287,   0.0000, 100.0000,88
  84.9800,   0.8299,   0.0000, 100.0000,89
  85.0700,   0.8301,   0.0000, 100.0000,90
  85.0200,   0.8342,   0.0000, 100.0000,91
  85.0000,   0.8333,   0.0000, 100.0000,92
