acc_test,L_test,Loss_train,acc_train,it
  41.5400,   1.7771,   1.7109,  42.9725,0
  45.8200,   1.9291,   1.6607,  50.2575,1
  47.1700,   1.8120,   1.3860,  56.1450,2
  51.7300,   1.6641,   0.9783,  67.0800,3
  64.7100,   1.0522,   0.3562,  87.5600,4
  74.1500,   0.8213,   0.0854,  98.0800,5
  78.4100,   0.7999,   0.0119,  99.8850,6
  78.7000,   0.8785,   0.0049,  99.8975,7
  79.7400,   0.8828,   0.0012,  99.9800,8
  79.8000,   0.8985,   0.0006,  99.9900,9
  79.7900,   0.9136,   0.0007,  99.9800,10
  79.9400,   0.9269,   0.0004,  99.9900,11
  79.7400,   0.9380,   0.0005,  99.9975,12
  79.8400,   0.9583,   0.0003,  99.9975,13
  79.7100,   0.9566,   0.0003,  99.9925,14
  79.8200,   0.9697,   0.0001, 100.0000,15
  79.8800,   0.9787,   0.0001, 100.0000,16
  79.8400,   0.9857,   0.0001, 100.0000,17
  79.8300,   0.9945,   0.0001, 100.0000,18
  79.8600,   0.9990,   0.0001, 100.0000,19
  79.8500,   1.0053,   0.0001, 100.0000,20
  79.8200,   1.0077,   0.0001, 100.0000,21
  79.8400,   1.0118,   0.0001, 100.0000,22
  79.8400,   1.0172,   0.0001, 100.0000,23
  79.8800,   1.0205,   0.0001, 100.0000,24
  79.8300,   1.0268,   0.0001, 100.0000,25
  79.8900,   1.0287,   0.0001, 100.0000,26
  79.8600,   1.0322,   0.0001, 100.0000,27
  79.8900,   1.0351,   0.0000, 100.0000,28
  79.8800,   1.0363,   0.0000, 100.0000,29
  79.8200,   1.0418,   0.0000, 100.0000,30
  79.8500,   1.0440,   0.0000, 100.0000,31
  79.7700,   1.0481,   0.0000, 100.0000,32
  79.7800,   1.0481,   0.0000, 100.0000,33
  79.8300,   1.0516,   0.0000, 100.0000,34
  79.8600,   1.0546,   0.0000, 100.0000,35
  79.7700,   1.0558,   0.0000, 100.0000,36
  79.7600,   1.0586,   0.0000, 100.0000,37
  79.7800,   1.0589,   0.0000, 100.0000,38
  79.8800,   1.0609,   0.0000, 100.0000,39
  79.7500,   1.0645,   0.0000, 100.0000,40
  79.8200,   1.0658,   0.0000, 100.0000,41
  79.7800,   1.0683,   0.0000, 100.0000,42
  79.7700,   1.0690,   0.0000, 100.0000,43
  79.7900,   1.0708,   0.0000, 100.0000,44
  79.8300,   1.0722,   0.0000, 100.0000,45
  79.6800,   1.0737,   0.0000, 100.0000,46
  79.7300,   1.0749,   0.0000, 100.0000,47
  79.7600,   1.0761,   0.0000, 100.0000,48
  79.7600,   1.0781,   0.0000, 100.0000,49
  79.8400,   1.0814,   0.0000, 100.0000,50
  79.7500,   1.0815,   0.0000, 100.0000,51
  79.7800,   1.0825,   0.0000, 100.0000,52
  79.7300,   1.0831,   0.0000, 100.0000,53
  79.8200,   1.0846,   0.0000, 100.0000,54
  79.8100,   1.0861,   0.0000, 100.0000,55
  79.7500,   1.0871,   0.0000, 100.0000,56
  79.8400,   1.0876,   0.0000, 100.0000,57
  79.8200,   1.0873,   0.0000, 100.0000,58
  79.8200,   1.0882,   0.0000, 100.0000,59
  79.8700,   1.0916,   0.0000, 100.0000,60
  79.7700,   1.0920,   0.0000, 100.0000,61
  79.7300,   1.0931,   0.0000, 100.0000,62
  79.8400,   1.0930,   0.0000, 100.0000,63
  79.7000,   1.0942,   0.0000, 100.0000,64
  79.8500,   1.0980,   0.0000, 100.0000,65
  79.7700,   1.0989,   0.0000, 100.0000,66
  79.7700,   1.0999,   0.0000, 100.0000,67
  79.8400,   1.0988,   0.0000, 100.0000,68
  79.8500,   1.1000,   0.0000, 100.0000,69
  79.7600,   1.1005,   0.0000, 100.0000,70
  79.7800,   1.1003,   0.0000, 100.0000,71
  79.8400,   1.1026,   0.0000, 100.0000,72
  79.7700,   1.1017,   0.0000, 100.0000,73
  79.8300,   1.1044,   0.0000, 100.0000,74
  79.7500,   1.1047,   0.0000, 100.0000,75
  79.7800,   1.1065,   0.0000, 100.0000,76
  79.8000,   1.1064,   0.0000, 100.0000,77
  79.8000,   1.1077,   0.0000, 100.0000,78
  79.7400,   1.1084,   0.0000, 100.0000,79
  79.7300,   1.1077,   0.0000, 100.0000,80
  79.6700,   1.1088,   0.0000, 100.0000,81
  79.8100,   1.1068,   0.0000, 100.0000,82
  79.7700,   1.1101,   0.0000, 100.0000,83
  79.7500,   1.1087,   0.0000, 100.0000,84
  79.7300,   1.1117,   0.0000, 100.0000,85
  79.8700,   1.1107,   0.0000, 100.0000,86
  79.8000,   1.1110,   0.0000, 100.0000,87
  79.8300,   1.1137,   0.0000, 100.0000,88
  79.8500,   1.1143,   0.0000, 100.0000,89
  79.8000,   1.1144,   0.0000, 100.0000,90
  79.8100,   1.1149,   0.0000, 100.0000,91
  79.8000,   1.1155,   0.0000, 100.0000,92
  79.7600,   1.1177,   0.0000, 100.0000,93
  79.7300,   1.1154,   0.0000, 100.0000,94
  79.8700,   1.1162,   0.0000, 100.0000,95
  79.8000,   1.1170,   0.0000, 100.0000,96
  79.9300,   1.1176,   0.0000, 100.0000,97
  79.7200,   1.1195,   0.0000, 100.0000,98
  79.8500,   1.1195,   0.0000, 100.0000,99
  79.8900,   1.1191,   0.0000, 100.0000,100
  79.8000,   1.1176,   0.0000, 100.0000,101
  79.7500,   1.1198,   0.0000, 100.0000,102
  79.8100,   1.1214,   0.0000, 100.0000,103
  79.8500,   1.1218,   0.0000, 100.0000,104
  79.8000,   1.1218,   0.0000, 100.0000,105
  79.8300,   1.1213,   0.0000, 100.0000,106
  79.8200,   1.1219,   0.0000, 100.0000,107
  79.7800,   1.1210,   0.0000, 100.0000,108
  79.7000,   1.1239,   0.0000, 100.0000,109
  79.7700,   1.1248,   0.0000, 100.0000,110
  79.8200,   1.1233,   0.0000, 100.0000,111
  79.7800,   1.1219,   0.0000, 100.0000,112
  79.7800,   1.1235,   0.0000, 100.0000,113
  79.7800,   1.1246,   0.0000, 100.0000,114
  79.8500,   1.1237,   0.0000, 100.0000,115
  79.7700,   1.1234,   0.0000, 100.0000,116
  79.7800,   1.1245,   0.0000, 100.0000,117
  79.7900,   1.1254,   0.0000, 100.0000,118
  79.8900,   1.1256,   0.0000, 100.0000,119
  79.7700,   1.1265,   0.0000, 100.0000,120
  79.7900,   1.1248,   0.0000, 100.0000,121
  79.7600,   1.1250,   0.0000, 100.0000,122
  79.8400,   1.1248,   0.0000, 100.0000,123
  79.8400,   1.1256,   0.0000, 100.0000,124
  79.6700,   1.1284,   0.0000, 100.0000,125
  79.8400,   1.1293,   0.0000, 100.0000,126
  79.7400,   1.1289,   0.0000, 100.0000,127
  79.8000,   1.1280,   0.0000, 100.0000,128
  79.7300,   1.1298,   0.0000, 100.0000,129
  79.7400,   1.1290,   0.0000, 100.0000,130
  79.7700,   1.1271,   0.0000, 100.0000,131
  79.7900,   1.1268,   0.0000, 100.0000,132
  79.8000,   1.1281,   0.0000, 100.0000,133
  79.8000,   1.1298,   0.0000, 100.0000,134
  79.7900,   1.1291,   0.0000, 100.0000,135
  79.7100,   1.1288,   0.0000, 100.0000,136
  79.8900,   1.1288,   0.0000, 100.0000,137
  79.8000,   1.1286,   0.0000, 100.0000,138
  79.7300,   1.1298,   0.0000, 100.0000,139
  79.8000,   1.1305,   0.0000, 100.0000,140
  79.8200,   1.1292,   0.0000, 100.0000,141
  79.7800,   1.1294,   0.0000, 100.0000,142
  79.8200,   1.1304,   0.0000, 100.0000,143
  79.7900,   1.1302,   0.0000, 100.0000,144
  79.8100,   1.1299,   0.0000, 100.0000,145
  79.7200,   1.1304,   0.0000, 100.0000,146
  79.7600,   1.1305,   0.0000, 100.0000,147
  79.8100,   1.1310,   0.0000, 100.0000,148
  79.8500,   1.1301,   0.0000, 100.0000,149
  79.7900,   1.1310,   0.0000, 100.0000,150
  79.7500,   1.1328,   0.0000, 100.0000,151
  79.7500,   1.1325,   0.0000, 100.0000,152
  79.7400,   1.1330,   0.0000, 100.0000,153
  79.7700,   1.1322,   0.0000, 100.0000,154
  79.7800,   1.1315,   0.0000, 100.0000,155
  79.7600,   1.1307,   0.0000, 100.0000,156
  79.8000,   1.1315,   0.0000, 100.0000,157
  79.7800,   1.1327,   0.0000, 100.0000,158
  79.7900,   1.1313,   0.0000, 100.0000,159
  79.7700,   1.1302,   0.0000, 100.0000,160
  79.8300,   1.1301,   0.0000, 100.0000,161
  79.7100,   1.1335,   0.0000, 100.0000,162
  79.8400,   1.1316,   0.0000, 100.0000,163
  79.7100,   1.1324,   0.0000, 100.0000,164
  79.8100,   1.1321,   0.0000, 100.0000,165
  79.7900,   1.1325,   0.0000, 100.0000,166
  79.7800,   1.1329,   0.0000, 100.0000,167
  79.8200,   1.1334,   0.0000, 100.0000,168
  79.7500,   1.1327,   0.0000, 100.0000,169
  79.8400,   1.1311,   0.0000, 100.0000,170
  79.7700,   1.1340,   0.0000, 100.0000,171
  79.7700,   1.1334,   0.0000, 100.0000,172
  79.7200,   1.1315,   0.0000, 100.0000,173
  79.7500,   1.1323,   0.0000, 100.0000,174
  79.8100,   1.1329,   0.0000, 100.0000,175
  79.8300,   1.1329,   0.0000, 100.0000,176
  79.7700,   1.1322,   0.0000, 100.0000,177
  79.7300,   1.1337,   0.0000, 100.0000,178
  79.7900,   1.1319,   0.0000, 100.0000,179
  79.8700,   1.1333,   0.0000, 100.0000,180
  79.7800,   1.1328,   0.0000, 100.0000,181
  79.8000,   1.1319,   0.0000, 100.0000,182
  79.7600,   1.1329,   0.0000, 100.0000,183
  79.7300,   1.1332,   0.0000, 100.0000,184
  79.8500,   1.1359,   0.0000, 100.0000,185
  79.8100,   1.1332,   0.0000, 100.0000,186
  79.8400,   1.1320,   0.0000, 100.0000,187
  79.7700,   1.1339,   0.0000, 100.0000,188
  79.7500,   1.1331,   0.0000, 100.0000,189
  79.8300,   1.1325,   0.0000, 100.0000,190
  79.7900,   1.1339,   0.0000, 100.0000,191
  79.8000,   1.1327,   0.0000, 100.0000,192
  79.8700,   1.1344,   0.0000, 100.0000,193
  79.7000,   1.1336,   0.0000, 100.0000,194
  79.7500,   1.1310,   0.0000, 100.0000,195
  79.8100,   1.1324,   0.0000, 100.0000,196
  79.8300,   1.1306,   0.0000, 100.0000,197
  79.7300,   1.1317,   0.0000, 100.0000,198
  79.7400,   1.1326,   0.0000, 100.0000,199
