acc_test,L_test,Loss_train,acc_train,it
43.11,1.6799590229988097,1.5979496707086978,43.53835383538354,0
56.47,1.3795950293540955,1.2947091379433946,56.85768576857686,1
66.22,1.0221155405044555,0.9521590016991891,66.6006600660066,2
67.08,1.0371568977832795,0.9205768526057758,69.03690369036903,3
78.11,0.6928749442100525,0.6212359275811773,78.83388338833883,4
75.46000000000001,0.763175755739212,0.6727219057052641,77.05970597059707,5
74.6,0.8122865259647369,0.6843919215909661,76.48364836483648,6
81.58,0.5530179619789124,0.4639981208402482,83.7963796379638,7
78.95,0.6884656727313996,0.5509388487967078,81.76217621762176,8
78.41,0.7636023998260498,0.6201712434249156,80.41204120412041,9
84.61,0.4782573014497757,0.3737291470741677,87.13271327132713,10
84.92,0.48420281112194063,0.34371864094453697,87.77677767776778,11
83.77,0.5531872332096099,0.3793731960265533,87.07070707070706,12
83.0,0.5662282288074494,0.38714866835595396,86.84468446844684,13
83.45,0.5403435736894607,0.37188867668209175,87.43874387438744,14
87.83,0.4127948731184006,0.24450622439918007,91.42914291429143,15
85.33,0.4693389296531677,0.2800677733500595,89.81298129812981,16
86.32,0.4633052498102188,0.24602793368613324,91.65716571657165,17
85.36,0.5002457857131958,0.29543078843208836,90.11301130113011,18
89.03,0.3660427272319794,0.17506752737685846,93.78337833783378,19
85.57000000000001,0.5630457043647766,0.3017565520370708,90.66906690669066,20
85.58,0.5003111094236374,0.25472381404217553,90.58705870587059,21
85.26,0.5994928151369094,0.33148344377498795,90.68706870687069,22
84.21,0.5879220247268677,0.3046380392921245,89.73697369736973,23
88.8,0.406205615401268,0.14617807512431194,94.95949594959497,24
89.53,0.36710451245307923,0.12172557011513455,95.73557355735574,25
87.46000000000001,0.4718205541372299,0.16342878041555509,94.21942194219422,26
89.86,0.3708335369825363,0.10390862663421789,96.30763076307632,27
89.75,0.395330211520195,0.11777049171573975,95.82558255825583,28
89.19,0.4243891477584839,0.10672659477423829,96.26762676267627,29
89.64999999999999,0.399842631816864,0.1307958351195697,95.37753775377537,30
89.4,0.41550194919109346,0.09338849753884555,96.67366736673667,31
88.62,0.4795847713947296,0.14175051486457857,95.06550655065507,32
89.94,0.42307478487491607,0.09257121739523186,96.67566756675667,33
88.96,0.47160984575748444,0.11994991657774315,95.78157815781579,34
90.72,0.39713405072689056,0.07033743432787297,97.45774577457745,35
90.32,0.39378061294555666,0.0646463607383125,97.71377137713772,36
89.81,0.4301991850137711,0.08650561421156844,96.97969796979699,37
91.19,0.38428578674793246,0.04884373609993674,98.30583058305831,38
89.05,0.49960491359233855,0.0956225818037377,96.59365936593659,39
89.42,0.479553359746933,0.08994465828170557,96.75367536753676,40
89.38000000000001,0.5030789494514465,0.1297826012477393,96.41964196419643,41
90.14,0.44755138754844664,0.06457110629905291,97.67576757675768,42
90.72,0.4101968765258789,0.05967635849057256,97.86978697869787,43
89.67,0.49218319952487943,0.08946075306638428,96.81968196819682,44
87.44,0.6752298057079316,0.21617621230556988,94.82948294829482,45
91.64999999999999,0.38569540083408355,0.030527382805321815,98.98189818981898,46
91.51,0.40999635457992556,0.03818875260691604,98.69386938693869,47
91.14,0.4416054368019104,0.03930338199817292,98.57185718571857,48
91.36,0.4144924134016037,0.028671821247657662,98.96589658965897,49
91.17,0.432398521900177,0.03323825630133071,98.84988498849884,50
91.4,0.4403494417667389,0.04086809396735438,98.61986198619861,51
