acc_test,L_test,Loss_train,acc_train,it
  31.8000,   1.8818,   1.8684,  32.2200,0
  39.1500,   1.6066,   1.6038,  39.3175,1
  46.5700,   1.4259,   1.4040,  47.7625,2
  48.2800,   1.4156,   1.3747,  50.1325,3
  40.6400,   1.9201,   1.8819,  41.0850,4
  55.2900,   1.2699,   1.2239,  56.2525,5
  56.5900,   1.2672,   1.1951,  58.1050,6
  63.2200,   1.0528,   0.9665,  65.9275,7
  58.6100,   1.2169,   1.1143,  61.4875,8
  62.0600,   1.1267,   1.0105,  65.5175,9
  69.6700,   0.8520,   0.7192,  73.9475,10
  70.1700,   0.8635,   0.7065,  75.1400,11
  71.7100,   0.7988,   0.6327,  77.8575,12
  70.3900,   0.8394,   0.6318,  77.2275,13
  71.9700,   0.8200,   0.5751,  79.0900,14
  73.2400,   0.7798,   0.5138,  81.7475,15
  75.1600,   0.7322,   0.4469,  84.0125,16
  75.6900,   0.7021,   0.3849,  86.4175,17
  74.4700,   0.7794,   0.4181,  85.1175,18
  76.7200,   0.6712,   0.3358,  89.2175,19
  76.1000,   0.7137,   0.3204,  88.8000,20
  77.5700,   0.7159,   0.2548,  90.6725,21
  78.8900,   0.6622,   0.2185,  92.3750,22
  78.4300,   0.6827,   0.1768,  94.1625,23
  76.2000,   0.8180,   0.2446,  90.5725,24
  79.2600,   0.7156,   0.1444,  95.0200,25
  77.3400,   0.8713,   0.2608,  91.8025,26
  79.7900,   0.7906,   0.1182,  95.7550,27
  81.3400,   0.6631,   0.0704,  98.0225,28
  79.6500,   0.7444,   0.0921,  96.8425,29
  81.2700,   0.7300,   0.0668,  97.8525,30
  81.8800,   0.6946,   0.0337,  99.2250,31
  81.3900,   0.6985,   0.0435,  98.8300,32
  80.5000,   0.8115,   0.0639,  97.6675,33
  79.6100,   0.8733,   0.0840,  97.1800,34
  80.8700,   0.8781,   0.0563,  98.1400,35
  82.8700,   0.7344,   0.0167,  99.6625,36
  82.5300,   0.7111,   0.0146,  99.7175,37
  82.6700,   0.7661,   0.0146,  99.6425,38
  83.2400,   0.7486,   0.0119,  99.7300,39
  82.7300,   0.7529,   0.0117,  99.7875,40
  83.1200,   0.7506,   0.0064,  99.9125,41
  82.7400,   0.7545,   0.0084,  99.8600,42
  83.2100,   0.7611,   0.0041,  99.9600,43
  82.8000,   0.7960,   0.0060,  99.8675,44
  83.4400,   0.7711,   0.0033,  99.9525,45
  83.8900,   0.7543,   0.0020,  99.9925,46
  83.7300,   0.7789,   0.0013,  99.9925,47
  83.6900,   0.7932,   0.0017,  99.9750,48
  82.1400,   0.8911,   0.0341,  99.0500,49
  84.0400,   0.7872,   0.0020,  99.9700,50
  84.1800,   0.7855,   0.0013,  99.9825,51
  83.9000,   0.8265,   0.0013,  99.9900,52
  84.0400,   0.7807,   0.0004, 100.0000,53
  84.1200,   0.7964,   0.0004,  99.9975,54
